"Vosa";"VosaParts";"Finnish";"English";"SL"
"ahforrov";"ah-for-rov";"sakko";"fine";"S"
"ahforrov";"ah-for-rov";"sakko";"penalty";"S"
"ahfulaaf";"ah-ful-aaf";"kyllästyttää";"satiate";"V"
"ahfulaafen";"ah-ful-aaf-en";"kyllästynyt";"bored";"V"
"ahfulaafen";"ah-ful-aaf-en";"kyllästynyt";"fed up";"V"
"ahfulaafen";"ah-ful-aaf-en";"kyllästynyt";"tired";"V"
"ahgliuu";"ah-gli-uu";"luisua";"slither";"V"
"ahhafa";"ah-ha-fa";"anteeksiantamus";"forgiveness";"S"
"ahhafa";"ah-ha-fa";"anteeksianto";"absolution";"S"
"ahhafa";"ah-ha-fa";"anteeksianto";"forgiveness";"S"
"ahhafa";"ah-ha-fa";"anteeksianto";"pardon";"S"
"ahhafaa";"ah-ha-faa";"antaa anteeksi";"forgive";"V"
"ahhafaa";"ah-ha-faa";"antaa anteeksi";"remit";"V"
"ahhafaaen";"ah-ha-faa-en";"annettu anteeksi";"forgiven";"V"
"ahhafaaen";"ah-ha-faa-en";"antoi anteeksi";"forgave";"V"
"ahhafaatava";"ah-ha-faa-ta-va";"anteeksiannettava";"excusable";"A"
"ahhafaatava";"ah-ha-faa-ta-va";"anteeksiannettava";"forgivable";"A"
"ahhafaatava";"ah-ha-faa-ta-va";"anteeksiannettava";"pardonable";"A"
"ahhafaava";"ah-ha-faa-va";"anteeksiantava";"forgiving";"A"
"ahhafali";"ah-ha-fa-li";"anteeksi";"excuse me";"D"
"ahhafali";"ah-ha-fa-li";"anteeksi";"excused";"D"
"ahhafali";"ah-ha-fa-li";"anteeksi";"forgive";"D"
"ahhafali";"ah-ha-fa-li";"anteeksi";"forgiven";"D"
"ahhafali";"ah-ha-fa-li";"anteeksi";"pardon";"D"
"ahhafali";"ah-ha-fa-li";"anteeksi";"pardoned";"D"
"ahhafali";"ah-ha-fa-li";"anteeksi";"sorry";"D"
"ahhafateaf";"ah-ha-fa-te-af";"anteeksipyyntö";"apology";"S"
"ahhamusaa";"ah-ha-mu-saa";"soimata";"rebuke";"V"
"ahhamusaa";"ah-ha-mu-saa";"soimata";"reproach";"V"
"ahhamusaa";"ah-ha-mu-saa";"soimata";"scold";"V"
"ahhamusaa";"ah-ha-mu-saa";"torua";"chide";"V"
"ahhamusaa";"ah-ha-mu-saa";"torua";"rebuke";"V"
"ahhamusaa";"ah-ha-mu-saa";"torua";"reproach";"V"
"ahhamusaa";"ah-ha-mu-saa";"torua";"reprove";"V"
"ahhamusaa";"ah-ha-mu-saa";"torua";"scold";"V"
"ahhamusaa";"ah-ha-mu-saa";"torua";"upbraid";"V"
"ahhamusasi";"ah-ha-mu-sa-si";"torut";"reproval";"S"
"ahharov";"ah-ha-rov";"ane";"indulgence";"S"
"ahhaser";"ah-ha-ser";"karhunpalvelus";"disservice";"S"
"ahhate";"ah-ha-te";"hyvike";"indemnity";"S"
"ahhaupe";"ah-hau-pe";"piski";"cur";"S"
"ahhaupe";"ah-hau-pe";"piski";"pooch";"S"
"ahhauu";"ah-hauu";"räksyttää";"yap";"V"
"ahhauu";"ah-hauu";"räkyttää";"yap";"V"
"ahho";"ah-ho";"demoni";"daemon";"S"
"ahho";"ah-ho";"demoni";"demon";"S"
"ahho";"ah-ho";"paha henki";"bad spirit";"S"
"ahho";"ah-ho";"paha henki";"demon";"S"
"ahhojo";"ah-ho-jo";"hiisi";"Devil";"S"
"ahhojo";"ah-ho-jo";"hiisi";"goblin";"S"
"ahhojo";"ah-ho-jo";"hiisi";"nix";"S"
"ahhojo";"ah-ho-jo";"vihtahousu";"devil";"S"
"ahhoo";"ah-hoo";"riivata";"obsess";"V"
"ahhooen";"ah-hoo-en";"riivaama";"possessed";"V"
"ahhooen";"ah-hoo-en";"riivattu";"bewitched";"V"
"ahhooen";"ah-hoo-en";"riivattu";"demoniac";"V"
"ahhooen";"ah-hoo-en";"riivattu";"demoniacal";"V"
"ahhooen";"ah-hoo-en";"riivattu";"possessed";"V"
"ahhooen";"ah-hoo-en";"riivattu";"vexed with a devil";"V"
"ahhoojo";"ah-hoo-jo";"riivaaja";"devil";"S"
"ahhoojo";"ah-hoo-jo";"riivaaja";"evil spirit";"S"
"ahhova";"ah-ho-va";"demoninen";"demonic";"A"
"ahhääk";"ah-hääk";"mukiloida";"bash up";"V"
"ahhääk";"ah-hääk";"mukiloida";"maul";"V"
"ahhö";"ah-hö";"melu";"ado";"S"
"ahhö";"ah-hö";"melu";"din";"S"
"ahhö";"ah-hö";"melu";"noise";"S"
"ahhöcuoo";"ah-hö-cu-oo";"räyhätä";"brawl";"V"
"ahhöcuu";"ah-hö-cuu";"remuta";"racket";"V"
"ahhöhäp";"ah-hö-häp";"rytäkkä";"hubbub";"S"
"ahhöhäp";"ah-hö-häp";"rytäkkä";"scuffle";"S"
"ahhöli";"ah-hö-li";"meluisasti";"noisily";"D"
"ahhöpöcuyvjo";"ah-hö-pö-cu-yv-jo";"öykkäri";"bully";"S"
"ahhöpöcuyvjo";"ah-hö-pö-cu-yv-jo";"öykkäri";"loudmouth";"S"
"ahhöpöcuyvjo";"ah-hö-pö-cu-yv-jo";"öykkäri";"lout";"S"
"ahhöpöcuyvjo";"ah-hö-pö-cu-yv-jo";"öykkäri";"troublemaker";"S"
"ahhötee";"ah-hö-tee";"meluta";"be noisy";"V"
"ahhötee";"ah-hö-tee";"meluta";"make a noise";"V"
"ahhötee";"ah-hö-tee";"möykätä";"make trouble loudly";"V"
"ahhöva";"ah-hö-va";"meluisa";"clamorous";"A"
"ahhöva";"ah-hö-va";"meluisa";"noisy";"A"
"ahhöva";"ah-hö-va";"meluisa";"rowdy";"A"
"ahhöyv";"ah-hö-yv";"melueste";"noise barrier";"S"
"ahiplo";"ah-ip-lo";"epäkohta";"grievance";"S"
"ahipmäm";"ah-ip-mäm";"kakara";"brat";"S"
"ahipmäm";"ah-ip-mäm";"musikka";"nauhgty disobent child";"S"
"ahipmäm";"ah-ip-mäm";"penska";"brat";"S"
"ahippe";"ah-ip-pe";"nulikka";"puppy";"S"
"ahippe";"ah-ip-pe";"nulikka";"stripling";"S"
"ahjo";"ah-jo";"paholainen";"devil";"S"
"Ahjo";"ah-jo";"perkele";"Devil";"S"
"Ahjo";"ah-jo";"perkele";"Satan";"S"
"Ahjo";"ah-jo";"piru";"demon";"S"
"Ahjo";"ah-jo";"piru";"Devil";"S"
"ahjo";"ah-jo";"piru";"fiend";"S"
"Ahjo";"ah-jo";"piru";"Satan";"S"
"ahjo";"ah-jo";"riiviö";"fiend";"S"
"Ahjo";"ah-jo";"saatana";"devil";"S"
"Ahjo";"ah-jo";"saatana";"Satan";"S"
"ahjoli";"ah-jo-li";"perkeleesti";"like hell";"D"
"ahjoli";"ah-jo-li";"pirullisesti";"devilishly";"D"
"ahjoli";"ah-jo-li";"pirullisesti";"diabolically";"D"
"ahjoli";"ah-jo-li";"pirullisesti";"fiendishly";"D"
"ahjosio";"ah-jo-si-o";"kopla";"gang";"S"
"ahjousjo";"ah-jo-us-jo";"satanisti";"satanist";"S"
"ahjova";"ah-jo-va";"perkeleellinen";"devilish";"A"
"ahjova";"ah-jo-va";"perkeleellinen";"diabolical";"A"
"ahjova";"ah-jo-va";"perkeleellinen";"fiendish";"A"
"ahjova";"ah-jo-va";"perkeleellinen";"satanic";"A"
"ahjova";"ah-jo-va";"pirullinen";"bedeviled";"A"
"ahjova";"ah-jo-va";"pirullinen";"devilish";"A"
"ahjova";"ah-jo-va";"pirullinen";"diabolic";"A"
"ahjova";"ah-jo-va";"pirullinen";"diabolical";"A"
"ahjova";"ah-jo-va";"pirullinen";"fiendish";"A"
"ahjova";"ah-jo-va";"rietas";"carnal";"A"
"ahjova";"ah-jo-va";"rietas";"coarse";"A"
"ahjova";"ah-jo-va";"rietas";"immoral";"A"
"ahjova";"ah-jo-va";"rietas";"impure";"A"
"ahjova";"ah-jo-va";"rietas";"lascivious";"A"
"ahjova";"ah-jo-va";"rietas";"lecherous";"A"
"ahjova";"ah-jo-va";"rietas";"lewd";"A"
"ahjova";"ah-jo-va";"rietas";"licentious";"A"
"ahjova";"ah-jo-va";"rietas";"salacious";"A"
"ahjova";"ah-jo-va";"rietas";"vulgar";"A"
"ahjova";"ah-jo-va";"saatanallinen";"demonic";"A"
"ahjova";"ah-jo-va";"saatanallinen";"diabolic";"A"
"ahjova";"ah-jo-va";"saatanallinen";"satanic";"A"
"ahjovao";"ah-jo-va-o";"riettaus";"lechery";"S"
"ahjovao";"ah-jo-va-o";"riettaus";"obscenity";"S"
"ahkamcuva";"ah-kam-cu-va";"ankara";"harsh";"A"
"ahkamjo";"ah-kam-jo";"kovis";"toughie";"S"
"ahkamva";"ah-kam-va";"ankara";"hard";"A"
"ahkarli";"ah-kar-li";"röyhkeästi";"brazenly";"D"
"ahkarli";"ah-kar-li";"röyhkeästi";"cheekily";"D"
"ahkarli";"ah-kar-li";"röyhkeästi";"impudently";"D"
"ahkarli";"ah-kar-li";"röyhkeästi";"insolently";"D"
"ahkarva";"ah-kar-va";"röyhkeä";"arrogant";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"brash";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"brassy";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"brazen";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"cheeky";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"chesty";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"impertinent";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"impudent";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"insolent";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"presumptuous";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"ruffian";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"sassy";"A"
"ahkarva";"ah-kar-va";"röyhkeä";"scurrilous";"A"
"ahkarvao";"ah-kar-va-o";"hävyttömyys";"effrontery";"S"
"ahkarvao";"ah-kar-va-o";"röyhkeys";"arrogance";"S"
"ahkarvao";"ah-kar-va-o";"röyhkeys";"forwardness";"S"
"ahkarvao";"ah-kar-va-o";"röyhkeys";"impertinence";"S"
"ahkarvao";"ah-kar-va-o";"röyhkeys";"impudence";"S"
"ahkarvao";"ah-kar-va-o";"röyhkeys";"insolence";"S"
"ahkarvao";"ah-kar-va-o";"röyhkeys";"presumptuousness";"S"
"ahkas";"ah-kas";"tragedia";"tragedy";"S"
"ahkas";"ah-kas";"tragiikka";"tragedy";"S"
"ahkasli";"ah-kas-li";"traagisesti";"tragically";"D"
"ahkasva";"ah-kas-va";"traaginen";"tragic";"A"
"ahkasva";"ah-kas-va";"traaginen";"tragical";"A"
"ahkasvao";"ah-kas-va-o";"traagisuus";"tragedy";"S"
"ahkautemo";"ah-kau-te-mo";"teratogeeni";"teratogen";"S"
"ahkautemova";"ah-kau-te-mo-va";"teratogeeninen";"teratogenic";"A"
"ahkauva";"ah-kau-va";"rujo";"deformed";"A"
"ahkauva";"ah-kau-va";"rujo";"formless";"A"
"ahkauva";"ah-kau-va";"rujo";"malformed";"A"
"ahkauva";"ah-kau-va";"rujo";"shapeless";"A"
"ahkaviseem";"ah-ka-vi-seem";"irstailla";"debauch";"V"
"ahkaviseem";"ah-ka-vi-seem";"irstailla";"debauchery";"V"
"ahkaviseemjo";"ah-ka-vi-seem-jo";"irstailija";"debauchee";"S"
"ahkaviseemjo";"ah-ka-vi-seem-jo";"irstailija";"libertine";"S"
"ahkaviseemjo";"ah-ka-vi-seem-jo";"irstailija";"rounder";"S"
"ahkaviseemte";"ah-ka-vi-seem-te";"irstailu";"debauch";"S"
"ahkaviseemte";"ah-ka-vi-seem-te";"irstailu";"debauchery";"S"
"ahkaviseemte";"ah-ka-vi-seem-te";"irstailu";"debauching";"S"
"ahkaviseemte";"ah-ka-vi-seem-te";"irstailu";"lechery";"S"
"ahkavisem";"ah-ka-vi-sem";"porno";"porn";"S"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"debauched";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"dirty";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"dissolute";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"lascivious";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"lecherous";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"lewd";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"lustful";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"obscene";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"profligate";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"irstas";"salacious";"A"
"ahkavisemva";"ah-ka-vi-sem-va";"pornografinen";"pornographic";"A"
"ahkavisemvao";"ah-ka-vi-sem-va-o";"irstaus";"debauchery";"S"
"ahkavisemvao";"ah-ka-vi-sem-va-o";"irstaus";"dissipation";"S"
"ahkavisemvao";"ah-ka-vi-sem-va-o";"irstaus";"lasciviousness";"S"
"ahkavisemvao";"ah-ka-vi-sem-va-o";"irstaus";"libertinism";"S"
"ahkavisemvao";"ah-ka-vi-sem-va-o";"irstaus";"revel";"S"
"ahkirek";"ah-ki-rek";"turmio";"destruction";"S"
"ahkirek";"ah-ki-rek";"turmio";"perdition";"S"
"ahkirek";"ah-ki-rek";"turmio";"ruin";"S"
"ahkirekva";"ah-ki-rek-va";"turmiollinen";"pernicious";"A"
"ahkirekva";"ah-ki-rek-va";"turmiollinen";"ruinous";"A"
"ahkliir";"ah-kliir";"häikäistä";"dazzle";"V"
"ahkliir";"ah-kliir";"häikäistä";"glare";"V"
"ahkliirva";"ah-kliir-va";"häikäisevä";"blinding";"A"
"ahkliirva";"ah-kliir-va";"häikäisevä";"dazzling";"A"
"ahkliirva";"ah-kliir-va";"häikäisevä";"glaring";"A"
"ahkliirva";"ah-kliir-va";"häikäisevä";"resplendent";"A"
"ahklirsaa";"ah-klir-saa";"pahoitella";"be sorry for";"V"
"ahklirsaa";"ah-klir-saa";"pahoitella";"bemoan";"V"
"ahklirsaa";"ah-klir-saa";"pahoitella";"bewail";"V"
"ahklirsaa";"ah-klir-saa";"pahoitella";"regret";"V"
"ahklirsaaen";"ah-klir-saa-en";"pahoitteli";"regretted";"V"
"ahlemsva";"ah-lems-va";"pahanhajuinen";"fetid";"A"
"ahlemsva";"ah-lems-va";"pahanhajuinen";"foul-smelling";"A"
"ahlemsva";"ah-lems-va";"pahanhajuinen";"malodorous";"A"
"ahlemsva";"ah-lems-va";"pahanhajuinen";"noisome";"A"
"ahlemsva";"ah-lems-va";"pahanhajuinen";"smelly";"A"
"ahlemsva";"ah-lems-va";"pahanhajuinen";"stinking";"A"
"ahli";"ah-li";"pahasti";"badly";"D"
"ahli";"ah-li";"pahasti";"evilly";"D"
"ahli";"ah-li";"pahasti";"wickedly";"D"
"ahli";"ah-li";"pahoin";"badly";"D"
"ahlicuu";"ah-li-cuu";"kaltoin kohdella";"treated badly";"V"
"ahlicuu";"ah-li-cuu";"kaltoin kohdella";"walk over";"V"
"ahlicuute";"ah-li-cuu-te";"kaltoin kohtelu";"mistreat";"S"
"ahlicuute";"ah-li-cuu-te";"kaltoin kohtelu";"worst treatment";"S"
"ahlieöpiir";"ah-li-e-ö-piir";"kitua";"linger pain";"V"
"ahlieöpiirva";"ah-li-e-ö-piir-va";"kitukasvuinen";"scrubby";"A"
"ahlieöpiirva";"ah-li-e-ö-piir-va";"kitukasvuinen";"stunted";"A"
"ahlio";"ah-li-o";"pahe";"immoral habit";"S"
"ahlio";"ah-li-o";"pahe";"vice";"S"
"ahliova";"ah-li-o-va";"huonotapainen";"ill-mannered";"A"
"ahliova";"ah-li-o-va";"pahatapainen";"unmannered";"A"
"ahliova";"ah-li-o-va";"paheellinen";"depraved";"A"
"ahlisipao";"ah-li-si-pa-o";"pahoinpitely";"abuse";"S"
"ahlisipao";"ah-li-si-pa-o";"pahoinpitely";"battery";"S"
"ahlisipao";"ah-li-si-pa-o";"pahoinpitely";"ill-treatment";"S"
"ahlisipao";"ah-li-si-pa-o";"pahoinpitely";"ill-usage";"S"
"ahlisipao";"ah-li-si-pa-o";"pahoinpitely";"lambasting";"S"
"ahlisipao";"ah-li-si-pa-o";"pahoinpitely";"maltreatment";"S"
"ahlisipaoo";"ah-li-si-pa-oo";"pahoinpidellä";"abuse";"V"
"ahlisipaoo";"ah-li-si-pa-oo";"pahoinpidellä";"batter";"V"
"ahlisipaoo";"ah-li-si-pa-oo";"pahoinpidellä";"maltreat";"V"
"ahlisipaooen";"ah-li-si-pa-oo-en";"pahoinpidelty";"battered";"V"
"ahlisipaooen";"ah-li-si-pa-oo-en";"pahoinpidelty";"mistreated";"V"
"ahlisipaoojo";"ah-li-si-pa-oo-jo";"pahoinpitelijä";"abuser";"S"
"ahlisipaoojo";"ah-li-si-pa-oo-jo";"pahoinpitelijä";"assaulter";"S"
"ahliteoo";"ah-li-te-oo";"löylyttää";"trounce";"V"
"ahliva";"ah-li-va";"pahainen";"evil";"A"
"ahliva";"ah-li-va";"pahainen";"miserable";"A"
"ahlivoote";"ah-li-voo-te";"pahoinvointi";"ill-being";"S"
"ahlivoote";"ah-li-voo-te";"pahoinvointi";"nausea";"S"
"ahlivoote";"ah-li-voo-te";"pahoinvointi";"sickness";"S"
"ahlivoova";"ah-li-voo-va";"pahoinvoiva";"nauseated";"A"
"ahlivoova";"ah-li-voo-va";"pahoinvoiva";"sick";"A"
"ahlo";"ah-lo";"helvetti";"darning";"S"
"ahlo";"ah-lo";"helvetti";"hell";"S"
"ahlo";"ah-lo";"helvetti";"hellion";"S"
"ahlo";"ah-lo";"helvetti";"infernal";"S"
"ahlo";"ah-lo";"helvetti";"inferno";"S"
"ahlo";"ah-lo";"helvetti";"perdition";"S"
"ahlo edpivillö";"ah-lo ed-pi-vil-lö";"helvetin esikartano";"limbo";"S"
"ahloli";"ah-lo-li";"helvetisti";"damnably";"D"
"ahloli";"ah-lo-li";"helvetisti";"hellishly";"D"
"ahlosa";"ah-lo-sa";"helkkari";"what in hell";"S"
"ahlova";"ah-lo-va";"helvetillinen";"hellish";"A"
"ahlova";"ah-lo-va";"infernaalinen";"infernal";"A"
"ahlumiva";"ah-lu-mi-va";"pitkästyttävä";"boring";"A"
"ahlumiva";"ah-lu-mi-va";"pitkästyttävä";"tedious";"A"
"ahlumiva";"ah-lu-mi-va";"pitkäveteinen";"boring";"A"
"ahlumiva";"ah-lu-mi-va";"pitkäveteinen";"long-winded";"A"
"ahlumiva";"ah-lu-mi-va";"pitkäveteinen";"prolix";"A"
"ahlumiva";"ah-lu-mi-va";"pitkäveteinen";"prosy";"A"
"ahlumiva";"ah-lu-mi-va";"pitkäveteinen";"tedious";"A"
"ahlytuo";"ah-ly-tuo";"lankeaminen";"falling";"S"
"ahlytuo";"ah-ly-tuo";"lankeemus";"fall";"S"
"ahlytuo";"ah-ly-tuo";"lankeemus";"transgression";"S"
"ahlytuu";"ah-ly-tuu";"langeta";"fall";"V"
"ahlytuuen";"ah-ly-tuu-en";"langennut";"fallen";"V"
"ahlytuuva";"ah-ly-tuu-va";"lankeava";"falling";"A"
"ahmethö";"ah-met-hö";"räminä";"jangle";"S"
"ahmethö";"ah-met-hö";"räminä";"rattle";"S"
"ahmethöö";"ah-met-höö";"rämistä";"rattle";"V"
"ahmicuu";"ah-mi-cuu";"paheksua";"disapprove";"V"
"ahmicuuen";"ah-mi-cuu-en";"paheksuttu";"unlawful";"V"
"ahmicuute";"ah-mi-cuu-te";"paheksunta";"disapprobation";"S"
"ahmicuute";"ah-mi-cuu-te";"paheksunta";"disapproval";"S"
"ahmii";"ah-mii";"potuttaa";"be disgruntled";"V"
"ahmili";"ah-mi-li";"pahoillaan";"regretful";"D"
"ahmili";"ah-mi-li";"pahoillaan";"sorry";"D"
"ahmilii";"ah-mi-lii";"sapettaa";"gall";"V"
"ahmiobsaa";"ah-mi-ob-saa";"siunailla";"shake head at";"V"
"ahmiobsaa";"ah-mi-ob-saa";"siunailla";"utter exclamations";"V"
"ahmiobsaa";"ah-mi-ob-saa";"siunailla";"wonder at";"V"
"ahmiva";"ah-mi-va";"kelju";"bitchy";"A"
"ahmiva";"ah-mi-va";"kenkku";"troublesome";"A"
"ahmoupva";"ah-moup-va";"pahasuinen";"foul-mouthed";"A"
"ahmuo";"ah-mu-o";"turmelus";"corruption";"S"
"ahmuo";"ah-mu-o";"turmelus";"degeneracy";"S"
"ahmuo";"ah-mu-o";"turmelus";"depravity";"S"
"ahmuu";"ah-muu";"turmeltua";"be corrupted";"V"
"ahmuu";"ah-muu";"turmeltua";"be damaged";"V"
"ahmuu";"ah-muu";"turmeltua";"be spoiled";"V"
"ahmuuejva";"ah-muu-ej-va";"turmeltumaton";"incorrupt";"A"
"ahmuuen";"ah-muu-en";"turmeltunut";"corrupt";"V"
"ahmuuen";"ah-muu-en";"turmeltunut";"corrupted";"V"
"ahmuuen";"ah-muu-en";"turmeltunut";"damaged";"V"
"ahmuute";"ah-muu-te";"turmeltuminen";"depravity";"S"
"ahmägjo";"ah-mäg-jo";"noita";"witch";"S"
"ahmägjo larau";"ah-mäg-jo la-rau";"noidankehä";"vicious circle";"S"
"ahmägvao";"ah-mäg-va-o";"noituus";"sorcery";"S"
"ahmägvao";"ah-mäg-va-o";"noituus";"witchcraft";"S"
"ahmägvao";"ah-mäg-va-o";"noituus";"witchery";"S"
"ahmägäm";"ah-mäg-äm";"noita-akka";"crone";"S"
"ahmägäm";"ah-mäg-äm";"noita-akka";"enchantress";"S"
"ahmägäm";"ah-mäg-äm";"noita-akka";"sorceress";"S"
"ahmägäm";"ah-mäg-äm";"noita-akka";"witch";"S"
"ahmääg";"ah-määg";"noitua";"bewitch";"V"
"ahmäägen";"ah-määg-en";"noiduttu";"under a spell";"V"
"ahnid";"ah-nid";"hätä";"agony";"S"
"ahnid";"ah-nid";"hätä";"anxiety";"S"
"ahnid";"ah-nid";"hätä";"destitution";"S"
"ahnid";"ah-nid";"hätä";"difficulties";"S"
"ahnid";"ah-nid";"hätä";"distress";"S"
"ahnid";"ah-nid";"hätä";"emergency";"S"
"ahnid";"ah-nid";"hätä";"extremity";"S"
"ahnid";"ah-nid";"hätä";"grief";"S"
"ahnid";"ah-nid";"hätä";"need";"S"
"ahnid";"ah-nid";"hätä";"predicament";"S"
"ahnid";"ah-nid";"hätä";"straits";"S"
"ahnid lirsa";"ah-nid lir-sa";"hätävalhe";"emergency lie";"S"
"ahnid lirsa";"ah-nid lir-sa";"hätävalhe";"fib";"S"
"ahnid lirsa";"ah-nid lir-sa";"hätävalhe";"white lie";"S"
"ahnidbel";"ah-nid-bel";"hätäkello";"tocsin";"S"
"ahnidli";"ah-nid-li";"hätäisesti";"hastily";"D"
"ahnidli";"ah-nid-li";"hätäisesti";"rashly";"D"
"ahnidres";"ah-nid-res";"hätävara";"emergency supply";"S"
"ahnidres";"ah-nid-res";"hätävara";"makeshift";"S"
"ahnidsta";"ah-nid-sta";"hätätila";"emergency";"S"
"ahnidsta";"ah-nid-sta";"hätätila";"state of emergency";"S"
"ahnidsta";"ah-nid-sta";"hätätilanne";"crisis";"S"
"ahnidsta";"ah-nid-sta";"hätätilanne";"emergency";"S"
"ahnidsta";"ah-nid-sta";"hätätilanne";"urgency";"S"
"ahnidva";"ah-nid-va";"hätäinen";"anxious";"A"
"ahnidva";"ah-nid-va";"hätäinen";"flurried";"A"
"ahnidva";"ah-nid-va";"hätäinen";"hasty";"A"
"ahnidva";"ah-nid-va";"hätäinen";"hotheaded";"A"
"ahnidva";"ah-nid-va";"hätäinen";"hurried";"A"
"ahnidva";"ah-nid-va";"hätäinen";"impulsive";"A"
"ahnidva";"ah-nid-va";"hätäinen";"rash";"A"
"ahnilk";"ah-nilk";"saasta";"filth";"S"
"ahnilk";"ah-nilk";"saasta";"taint";"S"
"ahnilkmo";"ah-nilk-mo";"saaste";"pollutant";"S"
"ahnilkmo";"ah-nilk-mo";"saaste";"pollution";"S"
"ahnilkmoo";"ah-nilk-moo";"saastuttaa";"contaminate";"V"
"ahnilkmoo";"ah-nilk-moo";"saastuttaa";"defile";"V"
"ahnilkmoo";"ah-nilk-moo";"saastuttaa";"pollute";"V"
"ahnilkmoojo";"ah-nilk-moo-jo";"saastuttaja";"polluter";"S"
"ahnilkmoote";"ah-nilk-moo-te";"saastuttaminen";"defilement";"S"
"ahnilkmoote";"ah-nilk-moo-te";"saastuttaminen";"pollution";"S"
"ahnilkmova";"ah-nilk-mo-va";"saasteinen";"polluted";"A"
"ahnilkva";"ah-nilk-va";"likainen";"scummy";"A"
"ahnilkva";"ah-nilk-va";"saastainen";"defiled";"A"
"ahnilkva";"ah-nilk-va";"saastainen";"dirty";"A"
"ahnilkva";"ah-nilk-va";"saastainen";"filthy";"A"
"ahnilkva";"ah-nilk-va";"saastainen";"scummy";"A"
"ahnilkva";"ah-nilk-va";"saastainen";"unclean";"A"
"ahnilkvao";"ah-nilk-va-o";"saastaisuus";"filthiness";"S"
"ahnitpu";"ah-nit-pu";"malka";"beam";"S"
"ahnukka";"ah-nuk-ka";"painajainen";"nightmare";"S"
"ahnukka";"ah-nuk-ka";"painajaisuni";"nightmare";"S"
"ahnukkava";"ah-nuk-ka-va";"painajaismainen";"nightmarish";"A"
"aho";"ah-o";"synti";"evildoing";"S"
"aho";"ah-o";"synti";"sin";"S"
"aho";"ah-o";"synti";"transgression";"S"
"aho";"ah-o";"synti";"trespass";"S"
"ahoahfi";"ah-o-ah-fi";"synnintunto";"contrition";"S"
"ahoahnid";"ah-o-ah-nid";"synninhätä";"distress over sin";"S"
"ahob";"ah-ob";"pahanen";"poor thing";"S"
"ahobcuu";"ah-ob-cuu";"kohdella huonosti";"ill-treat";"V"
"ahobcuu";"ah-ob-cuu";"kohdella huonosti";"maltreat";"V"
"ahobcuu";"ah-ob-cuu";"kohdella huonosti";"mistreat";"V"
"ahobcuu";"ah-ob-cuu";"kohdella huonosti";"treat badly";"V"
"ahobrava";"ah-ob-ra-va";"pahansuopa";"catty";"A"
"ahobrava";"ah-ob-ra-va";"pahansuopa";"wicked";"A"
"ahobrava";"ah-ob-ra-va";"pahantahtoinen";"malevolent";"A"
"ahobrava";"ah-ob-ra-va";"pahantahtoinen";"malicious";"A"
"ahobravao";"ah-ob-ra-va-o";"pahansuopaisuus";"malevolence";"S"
"ahobravao";"ah-ob-ra-va-o";"pahantahtoisuus";"antagonism";"S"
"ahobravao";"ah-ob-ra-va-o";"pahantahtoisuus";"malevolence";"S"
"ahobsta";"ah-ob-sta";"kohtalo";"destine";"S"
"ahobsta";"ah-ob-sta";"kohtalo";"destiny";"S"
"ahobsta";"ah-ob-sta";"kohtalo";"fate";"S"
"ahobsta";"ah-ob-sta";"kohtalo";"fortune";"S"
"ahobstaaen";"ah-ob-staa-en";"kohtalon määräämä";"fated";"V"
"ahobstali";"ah-ob-sta-li";"kohtalokkaasti";"fatefully";"D"
"ahobstaus";"ah-ob-sta-us";"fatalismi";"fatalism";"S"
"ahobstaus";"ah-ob-sta-us";"fatalismia";"fatalism";"S"
"ahobstaus";"ah-ob-sta-us";"kohtalousko";"fatalism";"S"
"ahobstausjo";"ah-ob-sta-us-jo";"fatalisti";"fatalist";"S"
"ahobstausva";"ah-ob-sta-us-va";"fatalistinen";"fatalistic";"A"
"ahobstava";"ah-ob-sta-va";"kohtalokas";"baneful";"A"
"ahobstava";"ah-ob-sta-va";"kohtalokas";"fatal";"A"
"ahobstava";"ah-ob-sta-va";"kohtalokas";"fateful";"A"
"ahobstava";"ah-ob-sta-va";"kohtalonomainen";"fateful";"A"
