Vosa	VosaParts	Finsi	Engsi
dihrovpaa	dih-rov-paa	kustantaa	publish
obyvpaa	ob-yv-paa	tukkia	stuff
lypaa	ly-paa	laskea	put down
polypaa	po-ly-paa	mätkäistä; mätkäyttää	plump down
noplypaa	nop-ly-paa	syöstä	plunge; spew; throw
pönoplypaa	pö-nop-ly-paa	syöstä vallasta	overthrow
simäpaa	si-mä-paa	miehittää	occupy
sahöpaa	sa-hö-paa	lausua; artikuloida	articulate; pronounce
raa	raa	rakastaa	love
aj raa	aj raa	rakastan	I love
karaa	ka-raa	viehättää	charm; allure
laraa	la-raa	halata	embrace; hug
silaraa	si-la-raa	halailla; pussata	embrace; kiss; smooch
viraraa	vi-ra-raa	kuhertaa; kujertaa	coo
siviraraa	si-vi-ra-raa	muhinoida; kuherrella	flirt; bill and coo; coo
obraa	ob-raa	tahtoa	be willing to; volition; wish; want; will
öbraa	öb-raa	pitää; tykätä; välittää	like
aj öbraa	aj öb-raa	pidän	I like
ejöbraa	ej-öb-raa	ei pitää	dislike
neraa	ne-raa	toivoa	desire; hope; wish
aj neraa	aj ne-raa	toivon	I hope
neafraa	ne-af-raa	haaveilla	dream
ofraa	of-raa	haluta; mieliä	crave; wish; want; desire
erkaofraa	er-ka-of-raa	kadehtia	envy; begrudge
ahofraa	ah-of-raa	himoita	crave; desire; covet
ylofraa	yl-of-raa	ahnehtia	snatch up; be greedy; covet; hog
teahraa	te-ah-raa	viekoittaa	tempt
siteahraa	si-te-ah-raa	viekoitella	lure; tempt; inveigle; entice
siraa	si-raa	rakastella	make love
makraa	mak-raa	helliä	caress; cherish; fondle
tuoraa	tuo-raa	hinkua	whoop; urge
moupraa	moup-raa	suudella	kiss
farraa	far-raa	kaihota; kaivata	desire; yearn; long for; miss
sorfarraa	sor-far-raa	haikailla	yearn; hanker; scruple
ysraa	ys-raa	innoittaa; innostaa	enthuse; excite; inspire; rouse
autysraa	aut-ys-raa	innostua	become inspired; get excited
traa	traa	yrittää	try; attempt
aj traa	aj traa	yritän; minä yritän	I try; I'm trying
siobtraa	si-ob-traa	tavoitella; havitella	seek; reach for; pursue; hanker; be after; aim at; aspire
ögtraa	ög-traa	otella	fight
vintraa	vin-traa	kilpailla; kisata; mitellä	rival; contend; compete; vie
votraa	vo-traa	koettaa; testata	attempt; test; try
davotraa	da-vo-traa	tentata	quiz
pavotraa	pa-vo-traa	koestaa	test
sivotraa	si-vo-traa	kokeilla	try out; tryout; tryon; ascertain; experiment; test; try
ustraa	us-traa	kilvoitella	contend
sicutraa	si-cu-traa	koetella	try
tutraa	tu-traa	pyrkiä	strive; strive for; try; aspire to; aspire; endeavour
autmuraa	aut-mu-raa	rakastua	be charmed; fall in love
ruraa	ru-raa	kiehtoa	mesmerize; fascinate; enthral; enthrall
turaa	tu-raa	ikävöidä	long; yearn; yen
salivraa	saliv-raa	syleillä	hug; embrace
saa	saa	sanoa	say; tell
rodasaa	ro-da-saa	noteerata	note
hödasaa	hö-da-saa	huhuta	rumor
öbhasaa	öb-ha-saa	kehua	vaunt; praise
siöbhasaa	si-öb-ha-saa	kehuskella	brag
ylöbhasaa	yl-öb-ha-saa	kerskua; leuhkia; kerskata	boast; brag
siylöbhasaa	si-yl-öb-ha-saa	kerskailla	shoot a line; vaunt; swash; gasconade; brag; boast; tout
ylhasaa	yl-ha-saa	ylistää	eulogize; extol; glorify; laud; praise; commend
isylhasaa	is-yl-ha-saa	kehaista	praise
kasaa	ka-saa	kuvata	describe; represent
darilkasaa	da-ril-ka-saa	todeta	ascertain; note; state; take note
ögrokasaa	ög-ro-ka-saa	kritisoida	criticize; criticise
sasaa	sa-saa	puhua	speak; speak out; talk; consult; orate; converse
nöö sasaa	nöö sa-saa	alkaa puhua	start talking
öbsasaa	öb-sa-saa	turista; tarinoida; kertoa	chatter; tell stories; tell; relate; recount; recite; natter; jaw; chat; narrate
dihsasaa	dih-sa-saa	julistaa	announce; declare; proclaim; promulgate; pronounce
autdihsasaa	aut-dih-sa-saa	julistautua	declare
beisasaa	bei-sa-saa	leperrellä	babble
onglisasaa	ong-li-sa-saa	takellella	stammer
yllisasaa	yl-li-sa-saa	ylipuhua	talk into; convince
sisasaa	si-sa-saa	puhella	jaw; talk; chatter
visasaa	vi-sa-saa	jutella; keskustella	confer; talk; shoot the breeze; discuss; debate; consult; confabulate; chat; be discussed; converse
ongvisasaa	ong-vi-sa-saa	puida	converse
frivisasaa	fri-vi-sa-saa	rupatella	talk; chat; natter
sivisasaa	si-vi-sa-saa	jutustella	chitchat
nidejsasaa	nid-ej-sa-saa	lässyttää; lörpötellä; jaaritella	slobber; jabber; talk rubbish; tattle; blabber; blab; chatter
öhrilksasaa	öh-rilk-sa-saa	mumista; mutista	mutter; mumble
ahvosasaa	ah-vo-sa-saa	mongertaa	monger; speak not fluently; stutter
ussasaa	us-sa-saa	saarnata	pontificate; preach
lusivsasaa	lu-siv-sa-saa	jaaritella	witter; prattle
siyvsasaa	si-yv-sa-saa	pulista	chatter
gösasaa	gö-sa-saa	puolestapuhua	speak for
ahmiobsaa	ah-mi-ob-saa	siunailla	shake head at; utter exclamations; wonder at
öbsaa	öb-saa	haastaa	tell
ahöbsaa	ah-öb-saa	rienata; solvata	abuse; affront; blaspheme; insult
vehöbsaa	veh-öb-saa	pakinoida	write causeries
häköbsaa	häk-öb-saa	läksyttää	lambaste
aröbsaa	ar-öb-saa	mäkättää; motkottaa; jurnuttaa	bleat; nag; peck
lijesaa	li-je-saa	väittää	allege; argue; assert; aver; claim; contend; object
pilijesaa	pi-li-je-saa	inttää	insist; argue
silijesaa	si-li-je-saa	väitellä	argue
ennesaa	en-ne-saa	ennustaa	prophesy; augur; forebode; forecast; foretell; predict; prognosticate
siennesaa	si-en-ne-saa	ennustella	predict
tajifoennesaa	taj-if-o-en-ne-saa	spekuloida	speculate
usennesaa	us-en-ne-saa	profetoida	prophesy
siresaa	si-re-saa	hokea	keep on saying; say again and again
sitesaa	si-te-saa	sanallistaa; sanailla	verbalize
lonafsaa	lon-af-saa	siteerata	cite; quote
sifsaa	sif-saa	livertää	chirrup
josifsaa	jo-sif-saa	luritella	warble
nidlufsaa	nid-luf-saa	napista	squawk
ongsaa	ong-saa	valittaa	complain; whine; moan; deplore; bemoan; be sorry about; appellate; appeal; lament
siongsaa	si-ong-saa	päivitellä; valitella	bemoan; lament
murongsaa	mur-ong-saa	nurista	grumble; murmur
tuongsaa	tu-ong-saa	kannella	tell on; denounce
höongsaa	hö-ong-saa	ruikuttaa	whine
ögsaa	ög-saa	protestoida	protest; remonstrate
ongögsaa	ong-ög-saa	nurkua; purnata; urputtaa	moan and groan; gripe; grumble
öbahsaa	öb-ah-saa	haukkua; valittaa; nalkuttaa; moittia; läksyttää	complain about; scold; reprove; reproof; reproach; remonstrate; rebuke; criticize; upbraid; complain; chide; censure; blame; berate; nag
noh-ahsaa	noh-ah-saa	panetella	denigrate; slander; traduce; vilify
öbhehsaa	öb-heh-saa	vitsailla	joke
beisaa	bei-saa	jokeltaa	gurgle
leisaa	lei-saa	laverrella	let on
siahleisaa	si-ah-lei-saa	repostella	treat roughly
siahfisaa	si-ah-fi-saa	vaikeroida	bemoan; moan; wail
siahvofisaa	si-ah-vo-fi-saa	tuskailla	fret
lisaa	li-saa	neuvoa	advise; counsel
onglisaa	ong-li-saa	änkyttää	stutter; stammer
vilisaa	vi-li-saa	konsultoida	confer with; consult
isarlisaa	is-ar-li-saa	tiuskaista	say angrily; snap
ejklirlisaa	ej-klir-li-saa	sammaltaa	slur; lisp
tulisaa	tu-li-saa	evästää	advise; brief
gölisaa	gö-li-saa	kehottaa	exhort; urge
pitgölisaa	pit-gö-li-saa	lobata	buttonhole
pölisaa	pö-li-saa	lobata	lobby
öbmisaa	öb-mi-saa	kommentoida	annotate; comment; remark
isahbönmisaa	is-ah-bön-mi-saa	kivahtaa	snarl
inisaa	ini-saa	inistä	whimper
isinisaa	is-ini-saa	inahtaa; ynähtää	peep; whine
sisaa	si-saa	haastella	say; talk; tell
tesisaa	te-si-saa	sanella	dictate
ahsisaa	ah-si-saa	piruilla	tease; taunt
lisisaa	li-si-saa	jankuttaa; jankata	peck; persist
tusisaa	tu-si-saa	tuputtaa	impose
posvisaa	pos-vi-saa	kiistää	gainsay; impugn; dispute; disprove; disproof; rebut
siposvisaa	si-pos-vi-saa	kiistellä	dispute; argue; argufy
cuvisaa	cu-vi-saa	puhutella	accost; address; speak to; speak with someone; talk to
pihövisaa	pi-hö-vi-saa	hölöttää	chitchat
tajsaa	taj-saa	ehdottaa; esittää	depict; exhibit; make a motion; move; offer; propose; put forward; submit; suggest
sitajsaa	si-taj-saa	ehdotella	suggest
höejsaa	hö-ej-saa	hiiskua	breathe; breathe a word
mojsaa	moj-saa	tervehtiä	greet; salaam; salute
saksaa	sak-saa	onnitella	congratulate
leksaa	lek-saa	laskea leikkiä	jest
honreksaa	hon-rek-saa	parjata	vilify; call someone names; malign
piksaa	pik-saa	letkauttaa	quip
sviksaa	svik-saa	vikistä	squeak
sönksaa	sönk-saa	sönköttää	gabble
risksaa	risk-saa	varoittaa	caution; forewarn; warn; admonish
sirisksaa	si-risk-saa	varoitella	warn
jäksaa	jäk-saa	jäkättää	yack
görilsaa	gö-ril-saa	tunnustaa	acknowledge; confess; profess; recognize
ahogörilsaa	ah-o-gö-ril-saa	ripittäytyä	confess one's sins
alfulsaa	al-ful-saa	sopertaa	slur
sialfulsaa	si-al-ful-saa	soperrella	falter; splutter
siahbönsaa	si-ah-bön-saa	kiivailla	declaim against
öbahosaa	öb-ah-o-saa	nuhdella	admonish; reproach
rafjosaa	raf-jo-saa	sinutella	call someone by first name; with you
farjosaa	far-jo-saa	teititellä	address formally
öbnosaa	öb-no-saa	raportoida	report
nenosaa	ne-no-saa	povata	foretell; predict; tell fortunes
pöposaa	pö-po-saa	komentaa	command
sipöposaa	si-pö-po-saa	komennella	boss
obrosaa	ob-ro-saa	arvostella	rail; review; reprimand; censure; criticise; criticize
ahrosaa	ah-ro-saa	arvostella	critique
tarrosaa	tar-ro-saa	huijata; viilata linssiin; jallittaa; huiputtaa	bunco; swindle; spoof; scam; rook; goldbrick; rip off; prate; mulct; hoodwink; gyp; bilk; fool; con; betray; cheat; deceive; defraud; delude; diddle; dupe; feint
ahvosaa	ah-vo-saa	kangertaa	stutter
siahvosaa	si-ah-vo-saa	kangerrella	falter
paejvosaa	pa-ej-vo-saa	mykistää	strike dumb; dumbfound; mute
opsaa	op-saa	huokaista	sigh
siopsaa	si-op-saa	huokailla	sigh
hypsaa	hyp-saa	kirota; noitua	curse; cuss; damn; put a curse on; swear
sihypsaa	si-hyp-saa	kiroilla; sadatella	curse; cuss; swear
siarsaa	si-ar-saa	ärhennellä	bluster
isarsaa	is-ar-saa	ärähtää	snarl
ersaa	er-saa	nimetä	appoint; designate; name; nominate
siahersaa	si-ah-er-saa	nimitellä	call (someone) names
siersaa	si-er-saa	nimitellä	name
lirsaa	lir-saa	valehdella	tell a lie; lie
klirsaa	klir-saa	selittää	explain; explicate; expound
öbklirsaa	öb-klir-saa	selostaa	explain; report
ahklirsaa	ah-klir-saa	pahoitella	bemoan; bewail; be sorry for; regret
siklirsaa	si-klir-saa	selitellä	make excuses for; try to explain away; defend yourself
hapirsaa	ha-pir-saa	suosittaa	recommend
sihapirsaa	si-ha-pir-saa	suositella	advocate; recommend; urge
haforsaa	ha-for-saa	kiittää	thank; commend
sihaforsaa	si-ha-for-saa	kiitellä	thank
stasorsaa	sta-sor-saa	surkutella	feel sorry; pity
ursaa	ur-saa	irtisanoa	sack; fire; dismiss; cancel; denounce
autursaa	aut-ur-saa	irtisanoutua	resign
nessaa	nes-saa	honottaa	speak with a nasal twang
issaa	is-saa	mainita	mention
sadissaa	sad-is-saa	tokaista	blurt; blurt out
ejvissaa	ej-vis-saa	höpistä; höpöttää	babble; glop; goop; mutter; waffle
vyvissaa	vy-vis-saa	vihjata	hint; insinuate
sivyvissaa	siv-yv-is-saa	vihjailla	imply; insinuate; hint; allude
haussaa	ha-us-saa	siunata	bless
jussaa	jus-saa	täsmentää	specify; clarify; particularize; pinpoint
siurpitsaa	si-ur-pit-saa	vältellä; vältellä puheessa	equivocate; prevaricate
suitsaa	suit-saa	imarrella; liehakoida; mairitella; mielistellä	cajole; flatter; fawn on
sisuitsaa	si-suit-saa	hännystellä	toady
kautsaa	ka-ut-saa	ilmaista	express; indicate; offer; show; signify
tualikautsaa	tua-li-ka-ut-saa	ilmaista toisin	restate
mägutsaa	mäg-ut-saa	manata	conjure; exorcise
kausaa	kau-saa	lausua	recite
tekausaa	te-kau-saa	runoilla	write poetry
nidlufcusaa	nid-luf-cu-saa	marista; marmattaa	grumble; whine
ahcusaa	ah-cu-saa	nälviä	carp; nag
picusaa	pi-cu-saa	isotella; rehennellä	brag; talk big
pipocusaa	pi-po-cu-saa	uhota	bluster
dusaa	du-saa	toistaa	say again
lusaa	lu-saa	lausua; virkata	sound out; say; utter; enunciate; declaim; express
ahhamusaa	ah-ha-mu-saa	soimata; torua	rebuke; reproach; reprove; scold; upbraid; chide
tusaa	tu-saa	viestittää; viestiä	signal; communicate
hatusaa	ha-tu-saa	toivottaa	wish
Afturono hatusaa	af-tu-ro-no ha-tu-saa	virpoa	go trick-or-treating
edtusaa	ed-tu-saa	esittää	offer; submit; express; propound; state
leitusaa	lei-tu-saa	juoruta	gossip
öbleitusaa	öb-lei-tu-saa	kieliä	gossip; snitch
sileitusaa	si-lei-tu-saa	juoruilla	gossip
varmtusaa	varm-tu-saa	vakuuttaa	reassure; persuade; assure; assert; convince
sivarmtusaa	si-varm-tu-saa	vakuutella	reassure
vyhötusaa	vy-hö-tu-saa	hälyttää	alarm; alert
pötusaa	pö-tu-saa	käskeä	command; instruct; order; prescribe; tell
pörovsaa	pö-rov-saa	määrätä vero	levy
sysaa	sy-saa	syyttää	accuse; blame; impeach; implicate; incriminate; indict; prosecute
tefeösaa	te-feö-saa	satuilla	fabricate a story
davgösaa	dav-gö-saa	kehoittaa	recommend
hösaa	hö-saa	laulaa	vocalize; chant; sing
sihösaa	si-hö-saa	lauleskella	sing
hymhösaa	hym-hö-saa	hyräillä	croon; hum
siroshösaa	si-ros-hö-saa	rallatella	sing
ushösaa	us-hö-saa	veisata	sing
siushösaa	si-us-hö-saa	messuta	chant; intone
höhösaa	hö-hö-saa	mölytä; mölistä	be loud; roar
sviösaa	sviö-saa	vannoa	swear; take an oath; vow
tesviösaa	te-sviö-saa	vannottaa	adjure
pösaa	pö-saa	määrätä	enjoin; stipulate; prescribe; ordain; inflict; dictate; determine; destine; denominate; decree; assign; impose
siylöbpösaa	si-yl-öb-pö-saa	rehvastella	swagger
sipösaa	si-pö-saa	määräillä	boss around; give orders
ippösaa	ip-pö-saa	määrätä	ascribe; order
hastaa	ha-staa	kunnostaa	recondition; service; repair; redecorate; refurbish; renovate
nohastaa	no-ha-staa	viihtyä	thrive
authastaa	aut-ha-staa	kunnostautua	excel
ahstaa	ah-staa	ahdistaa	worry; pinch; distress; press; pressure; pursue; push; vex; pester; strangle; hector; harass; heckle; constrict; chase; bother; badger; annoy; irritate
siahstaa	si-ah-staa	ahdistella	molest
autahstaa	aut-ah-staa	ahdistua	get anxious
tutihstaa	tu-tih-staa	tungeksia	crowd; jostle; throng
sifistaa	si-fi-staa	tunnelmoida	enjoy the atmosphere; set the mood
tehomstaa	te-hom-staa	ilmastoida	air-condition
havostaa	ha-vo-staa	kuntouttaa	rehabilitate
authavostaa	aut-ha-vo-staa	kuntoutua	get into shape; rehabilitate
hastvostaa	ha-st-vo-staa	optimoida; trimmata	optimise; optimize; trim
lycustaa	ly-cu-staa	rappeutua; taantua	revert; suffer a setback; regress; degenerate
tustaa	tu-staa	liikennöidä	ply
authalyllelvaa	aut-ha-lyl-lel-vaa	ryhdistyä	get a hold of oneself; put oneself up
omvaa	om-vaa	abstrahoida	abstract
vovaa	vo-vaa	mahdollistaa	allow; enable; make possible
paervaa	pa-er-vaa	erilaistaa	differentiate
ba-	ba-	1. merkitysaste	1. degree of meaning
moBa	mo-Ba	barium	barium
moCa	mo-Ca	kalsium	calcium
da	da	data; tieto	datum; data
ejfulvova da	ej-ful-vo-va da	epätäydellinen tieto	imperfect-information; incomplete information
inlimämhada	in-li-mäm-ha-da	transhumanismi	transhumanism
litekada	li-te-ka-da	dramatiikka	dramatics
rorikada	ro-ri-ka-da	analytiikka	analytics
laokada	la-o-ka-da	topografia	topography
retkada	ret-ka-da	diagnostiikka	diagnostics
intukada	in-tu-ka-da	endoskopia	endoscopy
kavkada	kav-ka-da	estetiikka	aesthetics; esthetic; esthetics
ennada	en-na-da	ennakkotieto	foreknowledge; precognition
lijesada	li-je-sa-da	dialektiikka	dialectics
klirloennesada	klir-lo-en-ne-sa-da	astrologia	astrology
uskirtoklirsada	us-kir-to-klir-sa-da	eksegetiikka	exegesis
mytsada	myt-sa-da	mytologia	mythology
balrostada	ba-l-ro-sta-da	kotitalous	domestic science
lireobda	li-re-ob-da	analogia	analogue; analogy
öbda	öb-da	tieto	info; information; knowledge; acquirement
siöbda	si-öb-da	tietous	knowledge
enöbda	en-öb-da	vaisto	instinct
autseefte enöbda	aut-seef-te en-öb-da	itsesuojeluvaisto	instinct of self preservation
kahakeda	ka-ha-ke-da	kosmetiikka	cosmetics
nibodhakeda	ni-bod-ha-ke-da	kiropraktiikka	chiropractic
unjohakeda	un-jo-ha-ke-da	geriatria	geriatrics
liteda	li-te-da	taktiikka	tactics
pöhylliteda	pö-hy-l-li-te-da	valtioviisaus	statesmanship
töculiteda	tö-cu-li-te-da	ergonomia	ergonomics
halioteda	ha-li-o-te-da	praktiikka	practice
autteda	aut-te-da	automatiikka	automatism
neafda	ne-af-da	perimätieto	lore
eöneafda	e-ö-ne-af-da	perimätieto	genetic information
gagda	gag-da	logistiikka	logistics
ongda	ong-da	problematiikka	problems of
mägda	mäg-da	magiikka	magic
mekansähda	mekan-säh-da	mekatroniikka	mechatronics
ipsähda	ip-säh-da	elektroniikka	electronics
fosikipsähda	fo-s-ik-ip-säh-da	mikroelektroniikka	microelectronics
bioipsähda	bio-ip-säh-da	bioelektroniikka	bioelectronics
linsipsähda	lins-ip-säh-da	optoelektroniikka	optoelectronics
bönkleida	bön-klei-da	keramiikka	ceramic; ceramics; pottery
hyjtebönmiida	hy-j-te-bön-mii-da	demagogia	demagogy
lida	li-da	ohje	recipe; instruction; guide; guideline; help
rovfalida	rov-fa-li-da	maksuohje	advice of payment
oteelida	o-tee-li-da	toimintaohje	directive
eolida	e-o-li-da	elämänohje	maxim
molida	mo-li-da	resepti	recipe
termolida	ter-mo-li-da	resepti	prescription
beslida	bes-li-da	perusohje	maxim
usdavlida	us-dav-li-da	dogmatiikka	dogmatics
pida	pi-da	suuri data	big data
nodarida	no-da-ri-da	tilastotieto	statistics; statistical data
rostarida	ro-sta-ri-da	ekonometria	econometrics
piprida	pip-ri-da	geometria	geometry
fartusapiprida	far-tu-sa-pip-ri-da	telematiikka	telematics
vomlouysrida	vom-lo-u-ys-ri-da	hydrauliikka	hydraulics
talhevrida	tal-hev-ri-da	statiikka	statics
sida	si-da	tiedosto	file; datafile
kääp pääken sida	kääp pääk-en si-da	purkaa pakattu tiedosto; purkaa tiivistetty tiedosto	decompress; extract the compressed file
önhäpsida	ön-häp-si-da	eskatologia	eschatology
pösorekda	pö-so-rek-da	kriminologia	criminology
tekda	tek-da	tekniikka	engineering; technique; technology
sasatekda	sa-sa-tek-da	puhetekniikka	elocution
tootetekda	too-te-tek-da	valmistustekniikka	manufacturing technology
biolitekda	bio-li-tek-da	bioniikka	bionics
gentekda	gen-tek-da	geenitekniikka	genetic engineering
biotekda	bio-tek-da	biotekniikka	biotechnology
fartekda	far-tek-da	teletekniikka	telecommunication technology
ylsttekda	yl-st-tek-da	huipputeknologia	high-tech
hutekda	hu-tek-da	ilmailutekniikka	aeronautical engineering; aeronautics
hötekda	hö-tek-da	äänitekniikka	audio technology; sound engineering
kasiötekda	ka-si-ö-tek-da	digitaalitekniikka	digital technology
eks-katikda	eks-kat-ik-da	radiologia	radiology
tusamarkda	tu-sa-mark-da	semiotiikka	semiotics
obmarkda	ob-mark-da	semantiikka	semantics
limarkda	li-mark-da	symboliikka; symbolismi	symbolism
pöermarkda	pö-er-mark-da	heraldiikka	heraldry
tenukda	te-nuk-da	anestesia; anestesia-	anaesthesia; anaesthetic; anesthesia; anesthetic
rilda	ril-da	realiteetti	fact; reality
kitilda	ki-til-da	kosmologia	cosmology
divilda	di-vil-da	agronomia	agronomy
solda	sol-da	sytologia	cytology
välda	väl-da	metatieto	metadata
hylvälda	hy-l-väl-da	diplomatia	diplomacy
haemda	ha-em-da	gastronomia	gastronomy
kemda	kem-da	kemia	chemistry
oilkemda	oil-kem-da	petrokemia	petrochemistry
biokemda	bio-kem-da	biokemia	biochemistry
nökemda	nö-kem-da	alkemia	alchemy
ögpohomda	ög-po-hom-da	pneumatiikka	pneumatics
urevomda	ur-e-vom-da	urologia	urology
biorytmda	bio-rytm-da	biorytmiikka; biorytmitieto	biorhythm information; biorhythmics
mämda	mäm-da	antropologia	anthropology
mekanda	mekan-da	mekaniikka	mechanics
genda	gen-da	genetiikka	genetics
ipenda	ip-en-da	vihi	wind
aaf ipenda	aaf ip-en-da	saada vihi	get wind of something
unda	un-da	historia	chronicle; history
edunda	ed-un-da	esihistoria	prehistory
ideunda	ide-un-da	aatehistoria	intellectual history; ideological history
ustolunda	us-tol-un-da	kirkkohistoria	church history
ipunda	ip-un-da	historiikki	history
töunda	tö-un-da	työhistoria	work history
kirlidakaoda	kir-li-da-ka-o-da	hermeneutiikka	hermeneutics
edpähojolivaoda	ed-pä-ho-jo-li-va-o-da	fysiognomia	physiognomy
fosikbioda	fo-s-ik-bio-da	mikrobiologia	microbiology
unbioda	un-bio-da	paleontologia	paleontology
sosbioda	sos-bio-da	sosiobiologia	sociobiology
lioda	li-o-da	metodiikka; metodologia	methodology
sasalioda	sa-sa-li-o-da	fraseologia	phraseology
paersioda	pa-er-si-o-da	taksonomia	taxonomy
hyjjoda	hy-j-jo-da	kansalaistaito	civics
vöjoda	vö-jo-da	robotiikka	robotics
hemoda	hemo-da	hematologia	hematology
