VosaFrequency	Vosa	English	Finnish
203	tul	road; way	tie
205	diirjosio	leadership; management	johtoporras
205	diirsio	board of managers; trustees; management; board of directors; board; board of governors	johtokunta
205	diirte	management; managing	johtaminen; johto
205	kojosi-of	whose	joiden
205	kosiof	whose	joiden
205	ofpö	management; supremacy; possession; ownership; governing; domination; controlling; control; command; managing	hallinta
206	oblikaa	resemble; seem; look like; be similar to; appear like	vaikuttaa; näyttää joltakin; näyttää; muistuttaa
206	tekaa	show	näyttää
207	eruu	part; excrete	eritä
207	ikri	share; part; portion; quotient	osamäärä; osuus
207	paeer	discharge; dismiss; expel; fire; part; release; sack; segregate; differentiate	erottaa
207	öik	piece; fragment; part; particle; pc	kappale; kpl; osanen
208	vooen	could	voinut
209	piliva	grandiose; great; splendid; superb	suurenmoinen
209	rokliirva	glamorous; superb; splendid; shining; refulgent; glorious; brilliant; great	hohdokas; loistava; loistokas
210	kireva	connected; united; unitary; uniform; unified; integrated; cohesive; coherent; unfragmented	yhtenäinen
210	viien	united	yhtyneet; yhtynyt
210	vituuen	federated; united; reunited; incorporated; federate; merged	yhdistyneet; yhdistynyt
211	rotuotol	hotel	hotelli
211	sasadiirjo	chairman; chairperson; chairwoman; president; presider	puheenjohtaja; puhemies
212	karmitee	dare; not be ashamed	kehdata; saattaa
212	ratva	right; correct; proper; real	korrekti; oikea
212	rilorova	real; proper; intrinsic; genuine; actual; essential	varsinainen
212	rilva	actual; genuine; real; true; veritable	reaalinen; todellinen
212	rorilva	primary; veritable; unfeigned; real; original; genuine; authentic; true	aito; autenttinen; ilmetty
212	vigaa	see off; escort; convoy; accompany	saattaa
213	tuasi	others	muut
214	liersa	item; title; label	nimike; nimiö
214	obö	item; object; target	kohde
214	os	artifact; thing; object; item; article; curiosity	esine
214	sioik	phase; batch; round; parcel; lot; item; installment; game; entry; consignment; tranche; instalment	erä; satsi
215	hyjsivälva	international	kansainvälinen
215	noov	modernize; rebroadcast; redo; remodel; renew; renovate; rerun	uusia
216	kofor	what for	mihin; miksi; mitä varten
216	kosy	for what reason; how so; why	minkä vuoksi; miksi; minkä takia; minkä tähden
216	midipno	center; middle	keskikohta
216	midlo	center; central; centre; hub; midst; nub; switching center; switching exchange	keskusta; sydän; keskus
218	oo pit	must	on pakko
219	fäftolik	store; boutique; shop	myymälä
219	noturpaa	store; record; save	tallentaa; taltioida
219	slo	storehouse; warehouse; store; storage; stock; supply	makasiini; varasto
219	sloo	store up; stock; store	varastoida
219	ättu	up to; till; until	saakka; asti
220	rotuo	journey; travel; trip; voyage	matka; reissu
220	rotuu	travel	matkata; matkustaa
220	rotuute	travel; traveling; travelling	matkanteko; matkustaminen; matkustus
220	sirotuu	travel	matkailla; matkustella
220	tutuu	wander; migrate; wander about; roam; travel; trek	vaeltaa
222	pist	biggest; greatest; largest; major	suurin
222	tooen	manufactured; produced; made; fabricated	tehty; tuotettu; valmistettu
223	dev	developing; development; evolution	kehitys
223	devob	development; expansion	kehitelmä
224	autdafaa	register; report; enter for; enroll; enrol; check in	ilmoittautua
224	kautfaa	inform against; report; reveal	ilmiantaa
224	öbkliirte	account; report	selonteko
224	öbklirsaa	explain; report	selostaa
224	öbnosa	communique; news report; report	raportti; kommunikea
224	öbnosaa	report	raportoida
224	öbsasa	recital; thing; tale; story; report; narration; figment; chronicle; case; article; yarn; narrative	tarina; juttu; kertomus
225	alri	below	alle
226	enö	member; spore; germ; element	alkio
226	ve	affiliate; limb; member	jäsen
227	nepir	subsequently; later on; later	myöhemmin
228	gagjär	line	letka
228	iproup	cord; twine; thread; string; line; rope	nuora; naru
228	leijär	line; row; tier	rivi
228	leilin	line; ray	juova
228	liin	line	viivata
228	lin	stroke; dash; line	viiva
228	teliin	line	viivoittaa
228	vatalleiyyl	line	vuorata
229	ifosi	terms	ehdot
229	vicusi	relations; terms; ratios	suhteet; välit
230	edel	before; beforehand	edeltä
230	edle	before	edelle
230	en na	before	ennen kuin
230	puo	closed	kiinni
230	ru	adhered; sticking; stuck; fastened; adhering; adhere; catching; clutched	kiinni
232	tee-en	did; have done; didst; done	tehneet; tehnyt; tehty; teki
233	pagaa ja	send	lähetä
233	pötupaa	send	passittaa
233	teahlytuu	declare; send	langettaa
234	ejko	isn't it; right	eikö
234	ejö	nought; nothing; aught; any; anything	ei mikään; mitään; mistään; ei mitään; mikään
234	inrat	right	oikeassa
234	rataf	justness; right; justice; judicature; entitlement	oikeus
234	ratli	aright; correctly; in good order; properly; right; rightly	oikein
234	soli	duly; right; punctually; properly; suitably; decently; decent; appropriately; accordingly; fittingly; fitly	asianmukaisesti
234	vel	right	oikea
234	velsidva	right; right side; right sided	oikeanpuoleinen
235	kiir	type; write; write out; inscribe	kirjoittaa
235	kirkao	type; typeface; font	kirjake; kirjasin
235	typ	type	tyyppi
235	täut	from here; hereof	tästä
237	eröli	specifically; especially; exceptionally; notably; particularly; specially	erityisen; erityisesti
237	itjo	local	sikäläinen
237	lodilva	local	paikkakuntalainen
237	lova	local; positional; topical	paikallinen
238	kalm	ice	jää
238	koösi	those	kyseiset
238	ätsi	those	nuo; noita
239	teooli	using	käyttämällä
240	ob itsi	thereof	niistä
240	ut itsi	therefrom	niistä
240	öb itsi	about those	niistä
241	otelo	office; bureau; chancery	kanslia; konttori; toimisto
241	sisolö	agency; office	asioimisto
241	törolö	government agency; office; bureau; agency; federal agency	virasto
242	hadapiirte	breeding; civilisation; civilization; education	sivistys
242	haeöpiirte	childbearing; education; upbringing	kasvatus
242	katdafa	education; enlightenment	valistus
242	padav	tutorial; education; lesson; moral; teaching; training; tuition	koulutus; opetus
243	hyjjo	citizen; civic; national	kansalainen; kansalais-
243	hyjva	ethnic; national	etninen; kansallinen
243	pöhylva	national; nationwide	valtakunnallinen
243	ösina	periodically; sometime; occasionally; now and then; intermittently; infrequently; at times; sometimes	joskus; toisinaan; ajoittain
244	bas	number ten; ten	kymmenen
244	tutolik	trolley; wagon; van; coach; cart; car; carriage	vaunu
244	tuvö	car; motor car; automobile; motor-car	auto
245	kasoo	design; sketch; project; devise; plan	suunnitella
245	kasoote	engineering; planning; devising; designing; design; preparation	laadinta; suunnitteleminen; suunnittelu
245	kasoto	blueprint; design; pattern; plan; scheme	suunnitelma
245	kauute	formulation; formatting; design; styling	muotoilu
245	nesoote	aim; design; intending; intent; intention; purpose	aikomus
245	nesote	intention; plan; intent; design; purpose	aie
245	vatkau	design; pattern	kuosi
246	aap ja	take	ota
246	apte	sample; take	otos
246	gaa	transport; take; occupy	viedä
247	pagaaen	shipped; submitted; sent; remitted; posted; dispatched; despatched; consigned; transmitted	lähetetty
248	ejsyli	despiteful; disregarding; in spite of; irregardless; irrespective; notwithstanding; despite	huolimatta
248	vinet	Internet; net	internet; netti
249	cuvisaa	accost; address; speak to; speak with someone; talk to	puhutella
249	cuvisaate	address; reprimand	puhuttelu
249	tukasa	address	osoite
250	dil	commune; community; local authority; local community; municipality; parish; township	kunta; pitäjä
250	isvisio	community	yhteisö
250	vidil	community	yhdyskunta
250	visoslo	society; community	yhteiskunta
251	invi	within	puitteissa
251	kovy	by which; upon which; whereby; with what	jolla; jonka avulla; millä
252	forsij	instead of	asemasta; asemesta; sijaan
253	laori	acreage; area; extension; extent; field; scope; surface area	pinta-ala; ala
253	leilo	area; territory; region; range; precinct; locale; industry; field; business category; domain	ala; alue; territorio
254	kva	four	neljä
254	ofraa	crave; wish; want; desire	haluta; mieliä
255	tuasiof	others	muiden
255	visavö	tel.; telephone; phone	puh.; puhelin
257	fovamtuo	nautical; seafaring; shipping; maritime	merenkulku; merenkulun
257	mäof	man's	miehen
257	tuvuvööte	shipping	laivaus
258	cusova	pertinent; unemotional; reserved; businesslike; appropriate; reticent; business-like	asiallinen
258	reesen	allocated; reserved; occupied; booked; busy	varattu
258	uroboova	reticent; abstemious; abstinent; continent; moderate; reserved	pidättyvä; pidättyväinen
259	alpöjo	subject; subservient	alamainen
259	autsyy	subject; ensue; incur	aiheutua
259	davob	school subject; subject	kouluaine; oppiaine
259	josa	subject	subjekti
259	mutsyli	but yet; withal; notwithstanding; nonetheless; however; but still; nevertheless	mutta silti; silti
259	obso	motive; theme; subject; matter; content; topic; motif	aihe; teema
259	votrajo	candidate; subject	koehenkilö; kokelas
260	inväl	in between; between	välissä
260	na batan	on Monday	maanantaina
260	vigög	among; between; among themselves	kesken; keskenään
260	vältu	between	väliin; välille
261	häplo	scene; venue; forum	tapahtumapaikka
261	relotuolo	meeting place; assembly; forum	kokoontumispaikka
261	visasalo	discussion place; forum	foorumi; keskustelupaikka
262	cejsio	family	sukukunta
262	dib	family	suku (biologia)
263	vidu	couple; duet; pair; twosome	duetto; pari
264	luna	for long; long; long time	kauaa; pitkään; kauan
264	luriva	in length; long	pituinen
264	luva	tall; long; protracted	pitkä
264	turaa	long; yearn; yen	ikävöidä
265	öfva	own	oma
266	vu	w	w
266	äm	chick; female; female person; lady; woman	muija; nainen; ämmä
267	dahidvos	argot; cipher; cipher language; code	salakieli
267	jääen	left; remaining; stayed	jäänyt; jäi
267	kod	code	koodi
267	pöreg	provision; statute; regulation; formula; code; rule	säännös; sääntö
268	autkaa	be visible; show; manifest; can be seen; appear; is seen	näkyy; näkyä
268	edtuka	presentation; show; spectacle; performance; representation; rendition	esitys
268	edtukaa	represent; set forth; render; present; portray; play; perform; depict; adduce; show	kuvata; esittää
268	ejkojo	nobody; anyone; neither	kenkään; kukaan
268	kaedpa	display; exhibit; exhibition; presentation; show	esillepano
268	kakaate	showing off; show	komeilu; koreilu
268	kakavao	magnificence; pageantry; show; stateliness	komeus; koreus
268	kautsaa	express; indicate; offer; show; signify	ilmaista
268	litekaa	act; dramatize; impersonate; play; show	näytellä; dramatisoida
268	ronotuutsio	cavalcade; show	juhlakulkue; kavalkadi
268	siedtuka	exhibition; initialization; introduction; presentation; presentment; show; demonstration	esittely
268	tekaa ja	show	näytä
268	tekaate	show; ostentation; act; displaying	näytös; näyttäminen
268	tekahäp	exhibition; expo; exposition; fair; show	näyttely
268	tukaa	indicate; show; manifest; demonstrate; point	osoittaa
269	in is	in one	yhdessä
269	revi	jointly; together	yhdessä
270	in nö	in the beginning	alussa
270	nöna	at the beginning of	alussa
270	tal-	even	tasa-
270	talreli	even	tasoissa
270	talva	even; flat; level; smooth; steady	tasainen
270	viduva	even; paired	parillinen
271	tivlaevva	black	mustaihoinen
271	tivpiir	become black; black; melanize; tarnish	mustua
271	tivva	black; inky	musta
272	istaark	check; check out; ensure; inspect; revise; verify	tsekata; tarkistaa
272	istaarkte	verification; check; checking; revision	tarkistaminen; tarkistus
272	rovfapapr	check; cheque	sekki; shekki
272	taark	check; inspect; audit	tarkastaa
272	tevaarmte	check; checking; cinfirmation; corroboration; verification	varmistus
273	erli-	special	erikois-
273	erliva	special; singular; peculiar; odd; especial; extraordinary	erikoinen
273	eröva	special; specific; especial	erityinen; spesiaalinen
274	tihna	normally; ordinarily; usually; generally	yleensä
275	hypadaavjo	professor	professori
275	vinetsisid	website	nettisivusto; verkkosivusto
276	sijärpaa	index	indeksoida
276	sijärpao	index	indeksi
276	sisek	directory; index	hakemisto
276	tekapavetap	forefinger; index; index finger	etusormi
277	kout	whereof; from what; from where; whence; where from; wherefrom	josta; mistä
277	o	being; creature; object	olio
277	ojo	being; creature	olento
277	ooliva	being	olevainen
277	oote	being	oleminen
277	osta	being; feeling	olo
277	öb ko	about which	josta
278	ämsi	ladies; women	naiset
278	ämsio	women; womenfolk	naisväki
280	alkiir	underwrite; sign; sign up	allekirjoittaa
280	endahäp	omen; presage; precursor; auspice; portent; sign; boding; aura; anticipation; harbinger; herald	enne
280	enmark	portent; sign	merkki; tunnustähti
280	ermark	identifier; symbol; mark; hallmark; emblem; sign	tunnusmerkki; tunnus
280	mäm	man; individual; human being; human; person	ihminen
280	tumark	placard; sign; signboard; signpost	kyltti; viitta
281	metluhiee	file	viilata
281	metluhievo	file	viila
281	paprboks	file	mappi
281	sida	file; datafile	tiedosto
282	forlopaa	instal; set up; plant; mount; install; fit; assemble; link	asentaa
282	kato	image; pic; fig; photo; picture; figure; effigy; icon; illustration	kuva
282	rutupa	interlink; link	linkki
282	rutupaa	link; relay	linkittää; linkata
282	tevii	link	yhdistää
282	viorupato	link; nexus; bond; tie	yhdysside
282	viring	link	lenkki
283	autouup	open; unfold	aueta; avautua
283	leioupva	extensive; wide-open expanse; wide; vast; plain; open country; flat; expansive; expanse; clearing; broad; ample; open	aava; aukea
283	oup	open; unfolded	auki; avoinna
283	oup-	open	avo
283	oupliva	open	avonainen
283	oupmiva	open; openminded	avomielinen
283	oupva	open; overt	avoin
283	ouup	inaugurate; unlock; unbutton; open; open up	avata; aukaista
283	siouup	open	aukoa
283	tuaelli	however; on the one hand; on the other hand	toisaalta
284	nenna	nowadays; today; currently	nykyisin; nykyään
284	tätanna	today	tänään
285	tekda	engineering; technique; technology	tekniikka
285	tekdä	technology	teknologia
285	tuob	toward; towards	kohti
286	nopli	speedily; swiftly; rapidly; quickly; fastly; fast; expeditiously; apace; with haste	joutuin; joutuisasti; kovaa; nopeasti
286	ron	south	etelä
286	tu ron	southward; south	etelään
287	boks	box; case; crate; drawer	laatikko
287	culosakau	case	sijamuoto
287	ipboks	case; pack; box; trug	lipas; rasia; koppa; aski
287	niboks	capsule; pupa; housing; holster; enclosure; cocoon; chrysalis; casing; case; box; casement	kotelo
287	obhäp	event; occurrence; occasion; incident; case; instance	instanssi; tapaus
287	ratafso	lawsuit; case	oikeusjuttu
287	sosta	case; case status; fact; state of affairs	asiaintila; asianlaita; asian tila; asian laita
288	foraf	endeavor; endeavour; enterprise; project; task; undertaking	hanke
