Vosa	VosaParts	Finsi	Engsi
bauu	bauu	kumartaa	bow; stoop; bow down; crouch
beek	beek	leipoa	bake
bees	bees	perustua	base on; be based on
belt	belt	vyö	belt; girdle
bes-	bes	perus-	elementary; underlying; basic
beta	beta	beeta	beta
biit	biit	purra	bite; have a bite
boks	boks	laatikko	box; case; crate; drawer
botl	botl	pullo	bottle; flask; phial
bult	bult	pultti	bolt
bälk	bälk	parveke	balcony
böön	böön	palaa	burn
cuar	cu-ar	kiukku	anger
cuka	cu-ka	ele	gesture
culo	cu-lo	asema; sija	place; position; space; stead; emplacement
cuob	cu-ob	relaatio	relation
cuoo	cu-oo	käyttäytyä	act; conduct oneself; comport oneself; behave
curi	cu-ri	suhde	relationship; proportion; proportionality; quotient; ratio; relation
curo	cu-ro	merkitys	importance; significance
cute	cu-te	käsittely	hearing; processing; handling; handing; treatment
cuyv	cu-yv	häiriö	disorder; disruption; disturbance; glitch; interference; perturbation
cöyh	cöyh	sointu	chord
daav	daav	oppia	learn
daev	da-ev	aivo	brain
dafa	da-fa	ilmoitus	notification; ad; advert; advertisement; advertisment; announcement; declaration; notice
dafi	da-fi	kognitio; taju	savvy; sense; ken; cognizance; cognition; consciousness
daka	da-ka	tutkimus	study; scrutiny; research; investigation; examination; inquest
dari	da-ri	tietomäärä	amount of data
dasi	da-si	tiedot	data
daus	da-us	olettama; olettamus; oletus; otaksuma	conjecture; postulation; presumption; supposition; assumption
davö	da-vö	tietokone	computer
deef	deef	määrittää	configure; specify; determine; define
deev	deev	kehittää	develop; explicate; elaborate; cultivate; evolve
defä	de-fä	jälleenmyynti	resale; retail
dein	de-in	perässä	astern; trailed; after; trailing
deka	de-ka	jälki	trace; track; weal
delo	de-lo	perä	aft; stern
desa	de-sa	postpositio	postposition
dest	de-st	jälkimmäinen	latter
detu	de-tu	perään	abaft; after; astern
deva	de-va	seuraava	following; next; subsequent; ensuing
diir	diir	johtaa	conduct; induce; result in; transmit
dool	dool	purkaa	offload; unload
dram	dram	rumpu	drum
duik	du-ik	puoli	half
duka	du-ka	kakkonen	deuce; two
duli	du-li	kahdesti	twice; two times
dute	du-te	toisinto; toisto; kertaus	playback; repetition; repeat; recap; recapitulation; reiteration
duva	du-va	toinen; toka	second
duvi	du-vi	kahden kesken	face to face; in private
däjo	dä-jo	tiedemies; tieteenharjoittaja; tieteilijä	boffin; scholar; scientist
däli	dä-li	tieteellisesti	scientifically
däsi	dä-si	tieteet	sciences
däva	dä-va	tieteellinen	scholarly; scientific
e.k.	e.k.	esim.	e.g.; for ex.
ebes	e-bes	tyvi	butt
edel	ed-el	edeltä	before; beforehand
edik	ed-ik	etuosa	anterior; forepart; forequarters; frond; front; front part; front section
edka	ed-ka	esimerkki	example; illustration; model; sample
edla	ed-la	edellä	above; afore
edle	ed-le	edelle	before
edmä	ed-mä	esimies	chief; supervisor; superior; principal; headmaster; head; foreperson; chairperson; chair; boss; foreman
edoo	ed-oo	edeltää	precede
edpä	ed-pä	pärstä; naama; kasvot; kasvo; lärvi	countenance; face; mug; visage
edpö	ed-pö	esivalta	predominance; the authorities
edro	ed-ro	etu	benefit; privilege; advantage; welfare
edsa	ed-sa	prepositio	preposition
edtö	ed-tö	esityö	preliminary work
edva	ed-va	edellinen	old; previous; precedent; antecedent; preceding
eeli	ee-li	elävästi	vividly
eeva	ee-va	elävä	living
egep	eg-ep	munakoiso	eggplant
ejjo	ej-jo	ei kukaan; ketään	cipher; no-one; no one; anybody; nobody
ejko	ej-ko	eikö	isn't it; right
ejli	ej-li	vailla; ilman	exclusive; without; devoid
ejna	ej-na	ei koskaan; koskaan; milloinkaan	ever; never
ejre	ej-re	poikkeus	deviation; exception; derogation
ejri	ej-ri	yhtään; ylipäänsä; ylipäätään; lainkaan; laisinkaan; ollenkaan	not any; any; at all
ejus	ej-us	epäusko	disbelief; unbelief
ejva	ej-va	kielteinen	negative
ekpu	ek-pu	tammi; tammipuu	oak
elo-	e-lo	asuin-	residential
eloo	e-loo	asua	dwell; inhabit; live; reside
emfi	em-fi	maku	flavor; flavour; gusto; palate; perceptiveness; taste
emlo	em-lo	ruokala; ruokapaikka	canteen; refectory; place to eat; lunch-room; cafeteria; eatery; lunchroom
emno	em-no	ruoka-aika	meal time
emob	em-ob	ateria	luncheon; meal; repast
emvo	em-vo	ruokalusikka; lusikka	spoon; tablespoon
emäm	em-äm	emäntä	matron; mistress; landlady; hostess; cook
enen	en-en	ammoin; ennen vanhaan; muinoin	in the old days; once upon a time; once; of yore; in olden days; in distant past; in ancient past; formerly; anciently; long ago
eng-	eng	anglo	Anglo-
enli	en-li	ennallaan; ennalleen	unchanged; restored
enno	en-no	menneisyys	past
enva	en-va	entinen	ex; former; erstwhile; defunct; late
eoli	e-o-li	elossa	alive; surviving
eono	e-o-no	elinaika; elo	lifetime
eopo	e-o-po	elinvoima	vitality; vigor
eori	e-o-ri	elinikä	life-span; lifetime; lifespan
eosa	e-o-sa	elämäkerta	biography
eotö	e-o-tö	elämäntyö	lifework
eova	e-o-va	elollinen	living; survivor
epaa	e-paa	elvyttää	quicken; reinvigorate; resuscitate; revitalize; revive
epdä	ep-dä	kasvitiede	botany
epeg	ep-eg	mukula	tuber
epem	ep-em	kasvis	vegetable
epik	ep-ik	neulanen	needle
epnö	ep-nö	itu; oras	microbe; new crop; bacterium; sprout; germ
epsi	ep-si	kasvit	plants
eris	er-is	ainoa; ainut	lone; solitary; sole; lonesome; only
erka	er-ka	ero	distinction; gap; disparity; discrepancy; differentiation; differential; difference
ersa	er-sa	erisnimi; nimi	name; proper name; proper noun
erur	er-ur	eroon	rid; rid of
eruu	er-uu	eritä	part; excrete
erva	er-va	erilainen; erilaisia	different; differential; differing; disparate; dissimilar; diverse; varied; various
etli	et-li	levollisesti	easy
etva	et-va	levollinen; rauhallinen	calm; restful
evao	e-va-o	rotu; rotu-	breed; race; racial
evli	ev-li	orgaanisesti	organically
evsi	ev-si	elimet	organs
evva	ev-va	orgaaninen	organic
eyys	e-yys	animoida	animate
eöön	e-öön	kuolla	deaden; decease; die; perish
fapa	fa-pa	päästö	emission
far-	far-	etä; kauko-	remote
fiem	fi-em	mauste	condiment; flavoring; flavouring; seasoner; seasoning; spice
fiis	fiis	kalastaa	fish
fili	fi-li	sentimentaalisesti; tunteellisesti	emotionally; feelingly; sentimentally
fisi	fi-si	tunteet	feelings; sentiments; emotions
fiva	fi-va	tunteellinen	sentimental; emotional; maudlin
flip	flip	räpylä	mitt; flipper
fouu	fouu	poimuttaa; taittaa; viikata	fold; tuck
frem	frem	runko; raami; karmi; kehys	framework; window frame; fuselage; frame; cadre; bole; hull
fung	fung	sieni	fungus; mushroom
fuul	fuul	täyttää	refill; fulfill; fulfil; fill up; fill; fill in
fämä	fä-mä	myyntimies	salesman
fäto	fä-to	tavara	merchandise
fääf	fääf	käydä kauppaa	trade
gaag	gaag	kuljettaa	conduct; convey; drive; freight; transport; carry
gael	gael	gaeli; gaelin kieli	Gaelic
gees	gees	arvata	guess
germ	germ	saksan kieli	German
gliu	gli-u	liuku; luisu; liirto	sideslip; skid; slanting; slide
gnoo	gnoo	ratkaista	resolve; settle; solve; work out
gram	gram	gramma	gram
göee	gö-ee	myötäelää	empathise with; empathize; sympathize
göfi	gö-fi	myötätunto	compassion; complaisance; sympathy
göro	gö-ro	hyöty	benefit; utility
gösy	gö-sy	veruke	alibi
gövy	gö-vy	kannus	spur
haam	haam	kaasuttaa	gas
haas	haas	haastaa	sue; call; call as a witness; challenge; invite; litigate
haem	ha-em	herkku	goody; treat; delicacy
hafa	ha-fa	hyväksyntä	endorsement; seal of approval; approval; approbation
Hajo	ha-jo	jumala	deity; divinity; God
hake	ha-ke	hoito	guardianship; handling; ministration; nursing; therapy; treatment; care
hali	ha-li	hyvin; perin	nicely; well; goodly; very
halo	ha-lo	taivas; paratiisi	heaven; paradise
hast	ha-st	paras; parasta; parhain	best; top
hauu	hauu	haukkua	bark
hava	ha-va	hyviä; hyvä	good; good ones; proficient; welfare
hebr	hebr	heprea	Hebrew
hehe	he-he	nauru	laugh; laughter
heii	heii	heittää; nakata; viskata	cast; casts; chuck; hurl; throw; toss
hemo	hemo	veri	blood
heuu	he-uu	heilua	flounce; wobble; swing; nod; jiggle
heör	heör	karva	fur; hair
hiee	hiee	hioa	sand; sandpaper; hone
hiek	hiek	hiekka	grit; sand; gravel; beach; sands
hiid	hiid	kätkeä	hide; stash
hiir	hiir	hirvittää; kauhistuttaa	appal; appall; horrify; terrify
hirö	hir-ö	hirviö	bane; behemoth; monster; monstrosity; ogre
hojo	ho-jo	henki; henkilö; persoona	person; persona; personage
holi	ho-li	hengellisesti	spiritually
hom-	hom	ilma-	aerial; aero
hora	ho-ra	hengellinen rakkaus	spiritual love
houu	ho-uu	tuulla	blow; wind
hova	ho-va	hengellinen	spiritual
huuk	huuk	koukistaa	bend
huur	huur	hurmata	ravish; infatuate; bewitch; charm; enrapture
huve	hu-ve	siipi	wing; pinion; vane
huvö	hu-vö	lentokone	aircraft; airliner; airplane; plane; aeroplane
häof	hä-of	hänen	her; his; hers
häsi	hä-si	heitä; he	them; they
hääk	hääk	hakata; iskeä; lyödä	strike; smite; clobber; beat; hit
hääp	hääp	tapahtua; tapahtuu	occur; take place; is happening; happen; come about
hääv	hääv	hävittää	harry; raze; ravage; obliterate; dispose; misplace; waste; lose; expunge; dispose of; devastate; despoil; desolate; exterminate; eradicate
höev	hö-ev	korva	ear
hökä	hö-kä	äänenväri	timbre; tone colour
höli	hö-li	ääneen	aloud; out loud
höri	hö-ri	desibeli	decibel
hösa	hö-sa	laulu; laulu-; viisu	carol; chant; singing; song; vocal
höva	hö-va	äänellinen	vocal
höör	höör	kuunnella	pay heed; pay attention; give ear; listen
hööv	hööv	soittaa	ring; ring out; play; play music
idea	idea	idea	idea
idyl	idyl	idylli	idyll
ieer	ieer	mutkistaa	complicate
if a	if a	jospa	if only
ifej	if-ej	ellei; jollei	unless; if not
ifko	if-ko	josko	if
ifli	if-li	ikään kuin; ikäänkuin	as if; as though
ifso	if-so	harkittava asia	something to consider
iits	iits	kutittaa	tickle; itch
ikap	ik-ap	osanotto	attendance; involvement; participation
ikli	ik-li	osaksi; osin; osittain	in part; partially; partly
iklo	ik-lo	osasto; osasto-	directorate; ward; department; departmental
ikmo	ik-mo	kimpale	chunk; hunk
ikob	ik-ob	kappale; pala; elementti	bit; scrap; piece; object; element
ikri	ik-ri	osamäärä; osuus	share; part; portion; quotient
iksi	ik-si	osat	parts
iksy	ik-sy	osasyy	partial cause
ikto	ik-to	komponentti	component
iköö	ik-öö	paloitella	chop up
imvo	im-vo	tutti	baby's dummy; teat; soother; pacifier; comforter; dummy
inag	in-ag	tuonti	import; importation; imports
inle	in-le	sisälle	into
inli	in-li	läpi; lävitse; halki	across; through
inlo	in-lo	sisus; sisusta	interior
ino-	in-o	sisä-	indoor; internal
inob	in-ob	sisällys; sisältö	contents; substance; content
inoo	in-oo	käsittää	comprise; encompass
inst	in-st	sisin	innermost
intu	in-tu	sisään	in; into
inut	in-ut	sisältä; sisästä	from the inside; from within
invi	in-vi	puitteissa	within
ipep	ip-ep	taimi	seedling; sapling
ipfi	ip-fi	tuntu	Impression; feel; feeling
ipjo	ip-jo	pikkuinen	midget; teeny; little one
ipkä	ip-kä	värisävy; sävy	tinge; tint; shade; nuance; hue; tone
iplo	ip-lo	kohta	paragraph; point; spot; location
ipmä	ip-mä	poika	boy
ipna	ip-na	pika	express
ipne	ip-ne	kohta; piakkoin; pian	after a short time; soon; shortly; in a moment
ipno	ip-no	hetki; kotva; tovi; tuokio	a while; awhile; hour; instant; moment; spell; while
ipos	ip-os	kalu	object; tool
ippe	ip-pe	penikka; pentu; poikanen	kid; puppy; young; whelp; kitten; brat; cub; pup
ippu	ip-pu	puun taimi	sapling
ipri	ip-ri	pikkuisen; vähän; rahtunen	a little; little; small amount; whit; a bit
ipsi	ip-si	jokunen; muutama	few; one or two; a few; some
ipso	ip-so	pikkuasia; pikkujuttu	little thing; trifle
ipst	ip-st	pienin	littlest; smallest
iptö	ip-tö	puuha; askare; askar	apis; chore; doing; task; work
ipva	ip-va	pieni; pikkuinen	little; petit; small; tiny
ipvo	ip-vo	kapine	apparatus; thing
ipäm	ip-äm	tyttö	girl
isjo	is-jo	yksilö	individual
iska	is-ka	ykkönen	number one; one
isli	is-li	yksistään; yhdesti	alone; once
isna	is-na	kerran	once; onetime; one-time; sometime; formerly
isno	is-no	kerta	time
issi	is-si	yhdet	ones
issä	is-sä	huudahdus; interjektio	acclamation; exclamation; interjection
isva	is-va	eka; ensimmäinen	first; foremost
isvi	is-vi	yksinään; yksin	unaccompanied; alone; by oneself; on one's own; single-handedly; solo
itel	it-el	sieltä	thence; therefrom; from there
iten	it-en	sitten	ago; since
itin	it-in	siinä	in that; therein
itjo	it-jo	sikäläinen	local
itla	it-la	siellä	there
itle	it-le	sinne	there; thither
itli	it-li	niin; siten	like that; so; that way; thereby
itna	it-na	silloin	then
itne	it-ne	sen jälkeen; sitten	then; thereafter; subsequently; afterwards; after that
itof	it-of	sen	its
itri	it-ri	niin paljon; sen verran	forasmuch; insomuch; so much; that much
itsi	it-si	ne; niitä	they; them
itsy	it-sy	sen vuoksi; siksi; joten; sen takia	that's why; consequently; thus; therefore; thereafter; because; hence; so; because of that; that for
itva	it-va	sellainen; sellaista; semmoinen	such; that kind of; of that kind; that sort
ivap	iv-ap	purkaminen; purku	disassembly; dismantling
ivno	iv-no	katko	stop
ivpa	iv-pa	katkaisu; katko	truncation; interruption; decapitation; cutout; break; cutoff
jajo	ja-jo	teikäläinen	one of your people
jaof	ja-of	sinun	thine; thy; your; yours
jasi	ja-si	teitä; te	ye; you
jeli	je-li	myönteisesti	positively
jeva	je-va	myönteinen	positive
jist	jist	hiiva	leaven; leavening; yeast
joos	joos	joustaa	be elastic; yield; be resilient; flex
jori	jo-ri	väestö; väki	crowd; people; population
josa	jo-sa	subjekti	subject
jyym	jyym	jyllätä	thunder
jäär	jäär	järjestää	arrange; organise; organize
kaad	kaad	vartioida	guard
kaal	kaal	palella	be cold
kaap	ka-ap	kerätä	gather; garner; collect; accumulate
kaar	kaar	rohjeta; tohtia; uskaltaa	dare; have the courage to; presume; take the liberty; venture
kaat	kaat	valaista	illumine; shed light on; light; illuminate; enlighten; elucidate; light up
kade	ka-de	takana; taka-	abaft; behind; posterior
kaed	ka-ed	edessä	anteriorly; in front; in front of; up-front
kaev	ka-ev	silmä	eye
kali	ka-li	kauniisti; komeasti	beautifully; gracefully; handsomely; nicely; prettily
kalm	kalm	jää	ice
kara	ka-ra	viehätys	allure; appeal; captivation; charm; fascination
karo	ka-ro	aarre	treasure
kart	kart	kortti	card
kast	ka-st	kaunein	most beautiful; prettiest
kate	ka-te	piirto	stroke
kato	ka-to	kuva	image; pic; fig; photo; picture; figure; effigy; icon; illustration
kaul	kaul	kaari	arc; arch; bow
kaum	kaum	kallio	cliff; rock
kaut	ka-ut	ilmi	out
kauu	kauu	muotoilla	formulate; shape
kauv	kauv	akkuna; ikkuna	window
kava	ka-va	kaunis	beauteous; beautiful
kavö	ka-vö	kamera	camera
kaäm	ka-äm	kaunotar	beauty; belle
keer	keer	korjata	correct; emend; fix; mend; rectify; remedy; repair
kees	kees	löytää	discover; find
keii	keii	kaatua	topple; tumbledown; tumble; fall; crash; capsize; fall down
kiaa	kiaa	viettää	slope; decline; incline
kiel	ki-el	kaikkialta	from everywhere
kiid	kiid	kiteyttää	crystallize
kiir	kiir	kirjoittaa	type; write; write out; inscribe
kiki	ki-ki	kaikki tyynni; joka ikinen	all of it; every single
kila	ki-la	kaikkialla	everywhere; throughout; ubiquitous; ubiquitously; ubiquity
kile	ki-le	kaikkialle	everywhere
kina	ki-na	ikinä; alinomaa; ainiaan; aina; alati	constantly; everytime; ever; forever; at all times; always; continuously; continually
kiob	ki-ob	kaikkein	of all
kiof	ki-of	jokaisen	everyone's
Kiov	Kiov	Kiova	Kiev
kiva	ki-va	kaikkinainen	omniform
kivi	ki-vi	koossa	together
klik	klik	klikkaus	click
knit	knit	lanka	thread; twine; wire; yarn
knot	knot	solmu	knot; node
koil	koil	kerä	ball; coil; glomus
koin	ko-in	jossa; missä	in which; where; wherein
kojo	ko-jo	joka; jota; ken; kenet; ketä; kuka	who; whom
kola	ko-la	jonka päällä	on which
kole	ko-le	mille	to which
koli	ko-li	mitenkä; miten; kuinka	in what way; in what manner; by what means; how
kolo	ko-lo	kussa	where
kona	ko-na	jolloin; koska; milloin	at which time; when
kone	ko-ne	jonka jälkeen; minkä jälkeen	whereupon; after which
kono	ko-no	paljonko kello on	what's the time
kons	kons	kerake; konsonantti	consonant
kood	kood	koodata	encode; cypher
kori	ko-ri	kuinka paljon; paljonko	how much
kork	kork	korkki	cap
kosi	ko-si	jotka; mitkä	that; which
kosy	ko-sy	minkä vuoksi; miksi; minkä takia; minkä tähden	for what reason; how so; why
kotu	ko-tu	jonne; kuhunka; minne	where to; whither; where
koun	koun	kartio	cone; cone shape
kout	ko-ut	josta; mistä	whereof; from what; from where; whence; where from; wherefrom
kova	ko-va	millainen	what kind of
kovi	ko-vi	minkä kanssa	with which
kovy	ko-vy	jolla; jonka avulla; millä	by which; upon which; whereby; with what
koöb	ko-öb	mistä	what about; which about; what ... about
Krim	Krim	Krimi	Crime
kris	kris	kriisi	crisis
kron	kron	kruunu	crown
kros	kros	risti	cross
kräb	kräb	rapu	crab; crawfish; crayfish
kuem	ku-em	keitto; soppa	soup
kulo	ku-lo	keittiö	cuisine; kitchen
kuob	ku-ob	keitos	concoction
kuol	kuol	kuoppa	pothole; cavity; dimple; pit; pitting
kuos	ku-os	hella; liesi	range; stove; loving; cooker
kuuk	kuuk	kukkia	bloom; blossom; flower
kuun	kuun	valvoa	stay awake; stay up
kuut	kuut	napsia; leikata	cut; mow; pare; shear; slice; snip
kuvö	ku-vö	keitin	stove; digester
kva-	kva	neli-	four-
kvas	kvas	kvasi	quasi
käik	kä-ik	läikkä; läiskä	speck; spot; splodge; splotch
kämo	kä-mo	maali; väriaine	colorant; dye; dyestuff; paint; toner
kämp	kämp	leiri	camp
käns	käns	syöpä	canker; carcinoma; cancer
käsi	kä-si	värit	colours; colors
käva	kä-va	värinen	colored
kääd	kääd	mainostaa	advertise; publicize
kääp	kääp	avata paketti	unpack; unwrap
laep	la-ep	kuori	husk; peel; rind; skin; crustal; crust; bark; shell; fruit skin
laev	la-ev	iho	skin
lak-	lak	lämpö-	thermal
lakä	la-kä	pigmentti	pigment
laob	la-ob	kuori	capsule; integument; cover; casing; chancel
laos	la-os	pöytä	table; desk
lato	la-to	kate	cover; coverage; roofing; backing
layl	la-yl	yllä	above
leek	leek	leikkiä	be at play; play
